PROD_CLR_EQUIV,SALES_QTY,SALES_AMT_FX_RATE
211988_HM,3466.0,12313.1329
221181_IV,4070.0,20830.4022
209279_GD,1700.0,27584.1275
226444_BU,221.0,1576.9431
1713311BU,4848.0,24729.4787
209252_GD,6142.0,25404.7777
216345_BM,4410.0,62875.9876
218378_IV,690.0,8975.0449
217231_GY,3637.0,92477.8596
216432_GD,600.0,9408.5391
220564_YL,3895.0,98933.9297
214095_BU,187.0,3840.3324
217409_GN,4907.0,59743.1669
158685_OX,148.0,768.1215
213785_BU,1653.0,38683.5871
225134_BK,252.0,11724.2719
219311_GD,3688.0,73259.843
221196_OR,1200.0,14303.8177
218604_BM,4260.0,15452.2405
224623_BK,2118.0,15769.0066
212134_GN,479.0,10416.3414
214124_GN,5164.0,43494.3035
216806_GN,2175.0,63520.9162
220433_BL,2899.0,24910.2026
211874_EC,6767.0,119953.0318
216300_GD,3575.0,23221.8181
223920_BL,799.0,15236.4931
216249_GD,1645.0,19021.6841
221277_SV,2077.0,15347.1913
210975_GD,47.0,347.7682
224640_BK,1169.0,11308.3971
210978_BM,244.0,4027.7636
211439_DG,5127.0,80394.585
216179_GN,99.0,3553.3587
214794_TU,4970.0,81863.1955
212430_BR,200.0,3507.811
216755_RD,51.0,2107.854
2103430HM,6365.0,32741.5562
211313_HM,3779.0,19957.1321
222174_OR,1254.0,28974.8649
216445_BK,8726.0,195476.3386
224199_BK,156.0,3381.2434
221448_BL,1787.0,11128.8108
212236_KK,547.0,16132.3268
221065_BM,3328.0,42929.1524
219147_SV,2427.0,10560.1627
218587_GD,1529.0,6936.6496
226369_BK,22.0,540.6293
211723_DM,1735.0,9840.1727
221088_GD,1580.0,18867.3246
208558_WT,95.0,1418.7621
211820_BL,7339.0,174848.4539
221111_SV,924.0,4999.3455
2233011BU,1615.0,8980.0026
220036_BM,6766.0,34215.1662
217685_IV,2228.0,12962.9626
216368_BK,5878.0,81075.4973
214835_BM,4716.0,74705.9436
216454_TU,9065.0,188235.4812
206255_BM,7080.0,53169.2738
216306_EC,5775.0,190103.0316
211360_DM,5115.0,61495.3209
223851_RD,5086.0,36620.7321
213711_BK,6561.0,32848.7285
215487_SV,158.0,1447.6658
216924_HM,3980.0,16300.6039
210547_BK,2358.0,70278.8648
215545_GD,2141.0,26416.227
224097_BK,298.0,8680.7639
215097_BM,3067.0,64969.2377
214598_MI,3444.0,21910.4697
222873_PK,372.0,16555.6603
212599_IV,38.0,537.1919
224541_BU,1676.0,18469.7414
224478_BU,192.0,1669.2716
208691_WT,3683.0,76905.4553
216673_RO,4066.0,16649.6924
213909_HM,3989.0,20267.4504
210329_OR,5866.0,39034.7441
224604_BK,13.0,106.1196
225503_GD,1600.0,8696.3971
217519_SV,1930.0,19955.6916
209169_GD,3635.0,25405.9858
206395_CL,7632.0,183542.6583
215465_BK,49.0,195.6782
218384_BN,1109.0,8429.1634
209284_GD,9067.0,59686.5262
223372_GD,3450.0,34143.8259
224332_HM,94.0,773.0903
224915_WT,21.0,473.8668
209066_BL,6962.0,135353.4981
222812_BM,4.0,206.6326
1658234BM,8276.0,34205.3872
214637_PU,14.0,121.5539
1667301RO,1959.0,13131.3385
223644_BM,2568.0,80617.8077
222187_BM,2134.0,26133.741
222050_BM,7063.0,39501.034
219297_DM,3604.0,25408.5089
217371_SV,1605.0,7105.368
221348_BK,5303.0,106565.5217
213839_PU,2756.0,9766.1236
210965_DM,779.0,9630.0794
217198_RD,648.0,4243.726
212554_BG,4889.0,245231.5039
218154_EC,1083.0,7764.0621
220660_EC,303.0,6442.4711
227297_OW,1.0,37.6967
222268_NV,1909.0,34199.4828
223840_RD,1574.0,11485.5116
212812_NV,6684.0,143054.9692
210333_FU,12491.0,86956.763
208144_LL,6801.0,106955.7191
218865NC,7301.0,168642.9336
211549_BU,4522.0,74162.3138
216383_GD,4198.0,30010.6093
213783_EC,5066.0,92646.6835
206907_SV,4350.0,19898.8127
216252_BL,4079.0,25332.4666
222247NC,3064.0,51335.0824
217555_GN,6153.0,121730.3242
211783_GD,3457.0,23065.8741
1708741WT,3999.0,21720.0645
219164_SV,3052.0,12011.8503
215547_SV,4096.0,25250.0063
224729_HM,1133.0,6246.7862
218867_BL,3852.0,20223.1442
209928_SV,1.0,6.4959
227000_BL,14.0,224.1978
219398_EC,8786.0,217985.1707
209923_BM,4145.0,19286.036
220833_WT,3371.0,19449.0198
227037_DM,722.0,6679.9568
213203_GY,2595.0,29288.8987
218268_YL,6941.0,130346.1275
222085_BM,718.0,5339.1827
214050_BM,4485.0,17336.3632
226877_DB,778.0,5446.0347
214210_HM,370.0,2749.0818
215642_GD,1952.0,10120.12
214400_GN,393.0,12130.9396
216744_WI,4422.0,29364.0591
226693_BN,2.0,61.967
223581_BL,329.0,9896.0968
226207_BL,206.0,6106.2624
216747_DM,5054.0,30690.5942
217237_BU,5580.0,160627.1376
213100_BK,5309.0,122176.4702
224864_BN,4141.0,113331.4345
210854_BM,2091.0,19568.5084
226227_GN,367.0,4993.0053
214499_BK,16378.0,371265.1665
208203_EC,21499.0,368465.3329
218667_GN,1920.0,35989.503
223714_BK,385.0,9589.7899
217602_BM,4841.0,103923.3665
210669_BK,403.0,11533.9747
227492_BK,15.0,464.1957
218288_BM,1404.0,41143.9727
216581_BU,606.0,12979.8018
224307_BU,4202.0,23832.539
211707_BK,2356.0,40469.7228
212496_HM,5774.0,39274.3185
216684_DM,4177.0,22178.6177
217447_HM,4216.0,17864.786
211885_JN,3540.0,26560.9007
223635_BN,933.0,24126.0654
220862_WT,1727.0,11229.7153
211436_EC,3772.0,45003.3074
223404_MT,77.0,2349.4914
162858_BK,2042.0,6801.3198
217529_SV,2273.0,25653.1015
216590_GN,2847.0,77938.0887
223256_GD,5114.0,58850.4675
213474_BU,4712.0,100122.8918
224650_BK,2994.0,13992.8323
220590_FU,6118.0,68212.4907
226461_EC,1.0,18.2219
211146_BM,1173.0,33437.5648
2063050DM,1632.0,15137.1237
224937_GY,1954.0,60580.8166
216768_BM,2551.0,59745.9568
223555_EC,3825.0,90967.7539
223585_KK,692.0,21769.3628
214453_BU,90.0,5907.0275
210951_GD,31.0,329.7577
218703_LN,45.0,1612.0302
217919_BM,2903.0,59279.7174
216480_TU,6391.0,188603.2389
216581_BK,756.0,19687.8944
216600_BK,5803.0,79692.2807
217194_RD,726.0,6521.8768
221030_IV,5078.0,35947.1153
151833_TQ,15367.0,175318.903
209325_SV,2796.0,11997.6813
224904_LB,510.0,6197.0207
217275_OW,1471.0,37254.0879
221136_BG,5598.0,114135.5681
214813_MD,2996.0,58981.8371
219197_RD,628.0,16636.8154
221779_WT,1050.0,28935.9397
208710_WT,3917.0,52198.564
214239_EC,2930.0,41683.2524
209250_GD,4395.0,23212.4627
210295_GN,4232.0,20709.9476
201188_GD,2012.0,10527.6709
215444_BK,9934.0,238204.4043
212847_SV,2371.0,8748.235
210946_BK,7278.0,225987.0371
209458_BK,6264.0,171435.2308
210935_GD,3006.0,45221.1453
223452_BM,657.0,25318.4868
225944_CA,7.0,127.7312
223591_BN,2596.0,47010.58
222892_GD,287.0,6856.005
216805_GN,3035.0,72061.4043
214062_BM,4230.0,21122.4544
225172_SV,958.0,6671.0862
215150_DM,3437.0,55749.2026
217287_RD,1417.0,15986.7051
206296_BU,5460.0,29571.5038
216987_GD,3222.0,13321.6013
224442_BU,154.0,3620.1685
217187_BG,3783.0,108023.1803
214007_FU,2565.0,16289.5795
211876_BG,4069.0,57721.8891
226342_BU,655.0,5780.2078
220489_OR,3761.0,16376.8838
209341_GD,2677.0,13012.5679
212740_BK,2638.0,40930.1377
221890_CL,800.0,4653.9327
214518_GY,536.0,17520.0542
211629_GD,1005.0,5417.574
220524_SV,3092.0,47417.3463
218591_SV,858.0,7052.4009
212815_BK,5747.0,114154.3592
216458_GD,282.0,11885.838
205299_SV,7249.0,37846.5207
197623_MV,3560.0,19430.3642
224284_BN,357.0,20597.6478
218279_CL,4979.0,70425.3356
214978_GY,5489.0,94860.0751
213677_SV,95.0,2351.369
213191_BK,7316.0,190292.3101
222395_EC,159.0,4159.2059
213087_BK,3005.0,15071.1493
222360_BN,363.0,12294.5225
215115_GY,1884.0,64286.8656
212819_BK,4523.0,52111.9697
225701_CA,40.0,2352.4693
221780_BL,1282.0,37216.8897
214107_PU,1447.0,16176.2951
220886_BK,3296.0,65856.5181
223587_TU,1125.0,35450.437
216376_FU,4509.0,50557.5765
209936_BK,1845.0,48734.4624
217675_GD,1927.0,14756.5463
221451_BM,864.0,10443.9864
216006_BM,407.0,2629.2361
212968_BK,5877.0,25932.8925
210245_EC,4240.0,41316.8241
217643_GD,4447.0,32403.214
224236_GN,91.0,2498.5846
226286_HM,1745.0,20158.8482
224931_GD,4.0,196.4328
220598_IG,3671.0,99410.3544
210433_OR,40.0,294.6552
226526_SV,187.0,2510.5048
1618479HM,4331.0,15752.3299
226784_GY,182.0,8703.2072
2231291EC,367.0,5497.5621
224543_BK,329.0,5048.2492
214137_BL,6283.0,32649.477
212598_PU,40.0,527.3219
219246_DB,1813.0,16275.2445
220374_PU,2459.0,28133.5767
213257_EC,6642.0,139188.6757
209789_BM,2078.0,43290.9038
216332_IV,2479.0,18897.6005
209335_SV,3013.0,13088.027
209790_BM,2809.0,64178.8344
226382_GD,229.0,1577.6734
215578_GD,9449.0,67842.5369
224015_TU,3598.0,73527.0802
217270_BG,2301.0,32507.4901
211764_GN,1425.0,6214.3976
221841_KK,3955.0,72896.7913
218277_CL,4839.0,80102.2158
211710_BK,5113.0,215327.8337
216669_HM,4204.0,22929.0615
221082_GD,4006.0,22240.0621
211276_HM,4617.0,22849.7333
224693_EC,613.0,18470.7273
214670_BK,15574.0,325464.5015
212566_BK,6602.0,154490.5433
217931_EC,2762.0,73920.5919
211579_BM,3087.0,70769.276
216356_TU,10674.0,251618.0835
224864_WT,4472.0,122774.0219
212183_BN,3172.0,77611.2156
212310_PE,1062.0,5601.7293
221351_BM,429.0,9383.8622
223999_CA,612.0,14436.0693
228684_GD,152.0,1011.8125
224746_BU,3192.0,46428.4653
224880_GN,437.0,15480.1827
201488_GD,9758.0,49975.5358
211061_BM,51.0,989.8148
216413_BG,249.0,5896.3072
221285_YL,2490.0,52947.0415
222428_BG,3518.0,61271.7108
200287_SV,2304.0,18725.3755
216523_BK,5674.0,186938.859
226886_BM,105.0,3537.6567
223755_LB,611.0,3450.5745
211933_GD,1803.0,15648.2738
220000_GN,366.0,10083.0968
226893_DB,632.0,5357.2624
223808_HM,2372.0,17787.4642
213731_PU,612.0,6518.5821
223303_WT,431.0,4921.8889
210434_LL,62.0,378.5271
210178_NV,974.0,10009.6893
222783_WT,102.0,3141.8993
222891_AN,774.0,20764.703
223663_BK,45.0,2277.7973
221309_WT,6667.0,168321.5766
221434_CA,2674.0,39706.5107
214827_BK,42.0,784.6102
218282_CL,1466.0,24186.598
221101_SV,3876.0,29140.9727
216762_EC,187.0,7925.8787
225245_WT,213.0,1413.0805
219320_WI,2399.0,60083.1374
210550_EC,1399.0,39999.9395
211075_BL,843.0,6358.2375
209756_BK,2054.0,30485.1597
217143_NU,1594.0,63462.5334
210791_BK,5365.0,123736.0298
207560_WT,3316.0,55300.8368
209221_OR,2343.0,50283.0042
209772_LL,768.0,18093.9905
226911_EC,1629.0,33093.2484
216667_BU,3799.0,23095.3902
219214_BM,2974.0,28608.5458
224781_BG,123.0,4073.5148
210033_CA,11507.0,192579.7713
217899_LL,4516.0,63392.5835
219781_GY,4312.0,123051.6619
218894_BL,3393.0,63816.0479
218889_BL,2946.0,86791.4951
219294_EC,2574.0,64601.6549
228440_GY,1438.0,23789.7889
219394_BM,3612.0,20038.8481
220590_BL,6317.0,70796.6444
212111_BK,2507.0,42636.2658
209305_GD,4156.0,36175.3146
218051_BK,6070.0,114047.8585
224944_BL,1513.0,35315.5795
212678_GD,3430.0,19272.2439
214427_BK,7312.0,195760.9286
166363_LL,1881.0,21510.7205
211703_BK,5761.0,79229.2583
214196_GY,403.0,11055.6691
210350_WT,3114.0,22633.761
211509_BK,6136.0,99544.0026
209747_BK,6375.0,100011.4233
216523_BL,3478.0,116567.3173
218163_PK,1428.0,16010.6214
211106_BK,1290.0,16582.2809
219481_BM,3321.0,59572.4447
166730_AU,5.0,41.625
215018_TU,577.0,17766.9226
219451_EC,915.0,20729.9571
1764650HM,4130.0,19623.8043
214703_BK,8780.0,215406.8897
223052_EC,3440.0,85051.2259
219612_BM,2296.0,29746.0744
204790_PK,5569.0,73843.0973
218259_DN,276.0,1712.0382
223516_FU,257.0,5520.9549
216116_GD,4044.0,21305.3253
213959_BM,1070.0,3372.6125
223806_GD,3202.0,24486.7829
219250_SV,1199.0,4100.0808
214130_GY,7076.0,241544.439
226493_GD,217.0,1505.9713
217929_DM,4762.0,35669.3972
220891_KK,4259.0,104694.8127
217056_OR,916.0,4812.3044
214273_AQ,6683.0,141533.4575
215243_PM,6257.0,43313.0561
209307_GD,4747.0,25221.5164
218048_EC,5403.0,148197.4077
218167_BK,293.0,6530.7246
215507_GD,4295.0,21356.6553
206259_OL,3742.0,97195.8554
220807_WT,3789.0,29574.2567
209850_PK,65.0,3639.0212
215236_BL,353.0,8616.2067
227180_RO,200.0,1749.4887
209283_GD,7215.0,38000.588
223404_LL,42.0,1278.7388
226208_HM,1795.0,17483.1447
224458_BG,31.0,1095.6127
217092_OW,4928.0,72199.9284
215138_GD,4023.0,26969.5943
224679_GD,2236.0,12887.4348
223301_FU,1605.0,9584.0263
222901_WT,6683.0,124594.2108
216867_BM,4096.0,67223.8634
211914_KK,3229.0,74517.0354
209003_TG,2399.0,17369.7337
222348_WT,879.0,25521.5748
218599_CA,2818.0,84622.3474
215917_IV,32078.0,243598.6313
1742023BM,1852.0,13556.9675
210892_BU,5579.0,93711.5382
222582_YL,1387.0,9924.4576
224651_BK,2175.0,10185.5591
209012_GD,5899.0,27494.3818
212090_BK,855.0,31497.0369
219392_GD,3867.0,19503.2821
214585_BK,8081.0,185095.5563
225040_BL,749.0,3536.1099
221174_PK,139.0,2619.8157
220905_YL,1068.0,37099.095
214662_SV,5179.0,48016.4893
212114_BL,1757.0,20480.5678
222705_BN,1954.0,69610.7058
222441_OR,3093.0,35854.2193
216564_EC,7096.0,169420.2619
216875_FU,4137.0,78925.864
221589_BM,2934.0,30027.6102
226447_EC,2.0,44.547
221123_GD,624.0,5916.8292
209323_SV,3848.0,24044.0275
211915_DG,178.0,3494.8151
219308_BM,1892.0,10498.3202
212829_GD,2635.0,13499.9333
211803_KK,8816.0,171063.4689
219859_PU,1779.0,10579.8067
214561_EC,5342.0,48047.9683
222244_BK,4286.0,138600.7557
217915_TU,6674.0,148527.9942
209824_OR,4471.0,126993.0303
218385_RO,657.0,4546.6454
218285_EC,147.0,4371.1104
218326_RO,617.0,3533.3965
219314_CA,5245.0,120802.1524
2270071SV,17.0,227.1428
219182_BM,346.0,9138.5489
214945_BM,811.0,36348.8582
218631_RD,149.0,3893.9374
222237_MD,1478.0,25150.0467
211609_BK,561.0,4892.7671
166363_PK,2.0,21.471
213146_BK,4621.0,43032.337
211537_KK,5175.0,62280.9575
217894_BG,5063.0,76095.1838
210792_EC,3347.0,67411.9021
223622_CA,3180.0,84817.7687
215272_BL,282.0,1795.0415
226411_WT,596.0,9287.3667
218170_CA,11432.0,217238.1667
213668_BL,370.0,8600.8103
212152_KK,184.0,6679.3634
224616_BU,822.0,4533.8401
221082_SV,3075.0,16960.9043
224555_BN,681.0,16244.4183
219609_BM,1466.0,26242.0015
223627_BM,2321.0,38396.5949
222828_WT,4573.0,86605.1733
210441_BL,26.0,183.1191
224947_BK,219.0,7221.8262
213847_GY,1414.0,35037.9147
222571_BM,1605.0,22721.2294
221523_GD,2199.0,10877.7547
219190_CF,3519.0,31839.3498
2192721DN,2242.0,14268.5905
222959_BL,509.0,8532.3351
218569_SV,1924.0,8522.1288
219391_BM,3864.0,28489.239
209309_GD,4581.0,30248.7993
211434_PU,5640.0,87865.7489
222449_BM,1930.0,22709.4062
211777_GD,8353.0,58215.5365
223420_WT,5547.0,50004.782
216721_WI,3949.0,18280.341
221591_CA,3167.0,81833.2209
212674_GD,2525.0,16113.5969
223782_SV,1103.0,8644.8505
225597_PM,3482.0,26412.9451
219217_BU,308.0,3726.1622
217386_SV,5986.0,29291.0316
225067_BL,256.0,1969.2718
223844_SV,1483.0,11084.1818
222946_NV,3364.0,86124.3609
206916_GD,3963.0,26569.5687
222569_KK,1798.0,25103.0671
219420_SV,3851.0,17974.3511
223022_EC,1806.0,61127.3214
212128_TU,6795.0,165763.316
210785_SK,3679.0,20738.1684
219442_BK,6471.0,159079.6944
221074_EC,112.0,1708.5437
215896_HM,5837.0,32172.0259
219967_BL,602.0,15262.956
209338_PE,842.0,6039.8973
2020840HM,6050.0,33067.659
218922_EC,8131.0,156153.682
219572_BL,6633.0,169683.7696
217636_GD,4590.0,17128.5204
212610_BM,43.0,490.6018
210775_BM,1985.0,22746.4351
222935_CA,2068.0,53025.7887
211894_PM,1589.0,27312.1272
222936_CA,3261.0,98707.0032
212408_LM,4234.0,88173.3889
217800_BL,5283.0,117299.173
211750_OR,1217.0,6010.2924
221648_GN,3861.0,100762.5105
211228_NV,7324.0,130510.2494
227352_BG,179.0,13425.4931
210595_CA,784.0,25040.7435
213346_GD,1.0,4.9504
226438_BU,9.0,117.7006
211836_EC,7308.0,192924.1032
216683_DM,3814.0,11104.5848
218730_BU,2241.0,36264.3233
224094_KK,753.0,18582.988
221221_YL,3158.0,72987.8059
221500_BL,2990.0,17597.2912
223841_RD,350.0,4217.3312
222286_PK,3566.0,44009.546
224098_CA,539.0,15709.6698
223360_GD,3333.0,40667.6701
213470_SV,144.0,2105.6197
216416_EC,250.0,6279.5076
215931_BM,2488.0,16078.8028
215564_SV,2678.0,17071.0104
218458NC,7323.0,150156.1084
212119_DM,4324.0,82272.9628
214788_BK,295.0,14193.9174
218069_GN,3951.0,72195.2466
224411_MT,1179.0,6591.2608
218265_CA,8580.0,198775.5763
224461_CA,242.0,4196.0586
220399_EC,4368.0,102716.8548
223958_BU,3084.0,75559.5604
209319_SV,3768.0,12829.2825
221269_GD,4870.0,60015.8098
224465_BU,663.0,10002.6958
216110_GD,3129.0,23591.8943
221814_TG,2126.0,15854.4497
218589_GD,2404.0,17897.5206
221857_GN,3485.0,88918.4571
222046_AQ,410.0,2341.9227
208749_GD,3862.0,26360.9496
226489_SV,579.0,2964.4218
213827_HM,2111.0,14872.836
210432_BL,71.0,450.3803
210332_NV,4495.0,28388.6691
216318_IV,4667.0,51068.7675
220084_CA,5634.0,148290.3102
216708_DM,4486.0,41541.2506
219064_RD,2595.0,13391.6363
223317_WT,3045.0,36436.0392
214067_KK,396.0,13267.5159
227044_DM,1134.0,8085.8926
226221_HM,1900.0,22270.949
214549_CA,5166.0,71054.1933
225653_BN,45.0,1583.5738
218926_GN,7977.0,59407.9957
209311_GD,3199.0,13465.76
210342_BM,4104.0,29082.9693
219191_BM,3637.0,14859.4287
221831_BM,1362.0,22315.8193
212284_MI,3376.0,9091.9963
216923_HM,5811.0,62322.7333
219028_BG,475.0,10165.7796
221609_HM,1059.0,5657.6122
210404_KK,391.0,6751.7538
214010_HM,2517.0,10212.6768
224769_HM,506.0,6235.3395
219859_OR,2614.0,12919.2188
212034_BK,1826.0,53071.749
211237_EC,4977.0,80988.6722
225640_PM,2681.0,19706.2372
217800_TU,80.0,2321.3709
209884_BM,1845.0,52003.0083
222875_TU,925.0,32110.2431
206362_BU,13110.0,344262.4408
216316_TU,3913.0,64284.8772
220618_HM,2245.0,15052.2987
215041_BL,837.0,26414.237
216762_KK,88.0,3684.5531
224849_WT,195.0,3907.039
215462_DM,4689.0,60587.0056
216105_CA,3368.0,50487.3021
219219_SV,3694.0,13316.7475
223826_SV,762.0,4666.1773
224746_BK,2401.0,35273.93
208077_OR,3992.0,55048.8266
218918_PK,1515.0,25507.5895
216201_BK,3495.0,72925.7501
220769_KK,860.0,21558.1877
209733_BK,2229.0,73592.233
209344_SV,1977.0,20428.5338
214625_KN,2222.0,23283.255
212156_FU,228.0,4725.1949
210739_PK,1326.0,7271.6843
211911_BK,194.0,1761.3255
214699_KK,1653.0,31261.4151
212578_CA,8549.0,172617.6543
224667_GD,5075.0,36878.8715
217237_KK,10774.0,306955.3566
210886_BK,6794.0,154811.2245
215855_BM,5094.0,135786.5747
223753_HM,36.0,241.9444
225031_GD,21.0,494.9781
216981_GD,3032.0,25794.4265
224712_BU,209.0,2262.5527
213471_TU,5754.0,100115.8401
217997_BM,1304.0,36690.446
213294_DG,7158.0,171632.0987
219030_BG,1708.0,38501.8624
224925_BU,1810.0,52438.3899
214534_MI,4711.0,24550.1379
207912_BK,4877.0,129313.8508
216307_TU,6927.0,216263.9211
210303_TL,4810.0,44312.8988
221603_BK,946.0,29945.1868
220891_BL,3548.0,86390.4271
218926_BL,707.0,5296.7546
211809_SV,6753.0,149813.8915
213188_CP,7276.0,167839.3767
220299_GD,5220.0,23770.7647
217022_GY,1624.0,64578.0404
222342_NM,7095.0,152607.3587
224206_EC,118.0,3092.6454
210315_WT,6312.0,31985.9436
224690_WT,3908.0,128892.2524
218050_KK,669.0,11571.9556
220905_CA,3519.0,121587.4404
227702_GY,235.0,7865.5434
219527_YL,492.0,5320.8029
219310_FU,4323.0,105945.1619
218511_CH,2688.0,91910.3352
218771_GN,2955.0,73844.9347
214476_RD,1019.0,27185.1284
216609_TU,7316.0,171044.1212
217350_PK,4334.0,76279.4667
212736_GY,3659.0,82753.6842
226681_BL,914.0,5502.8428
218631_EC,269.0,6768.6966
224050_YL,1332.0,24692.822
205848_GD,3108.0,14914.2637
211638_GD,10088.0,74457.3082
221613_HM,3339.0,33905.3116
217800_KK,222.0,7783.0041
212229_BK,193.0,2723.7405
215398_DG,237.0,5756.2358
216868_EC,6794.0,189307.2441
219223_GD,3918.0,16882.6941
210438_TB,147.0,932.6067
220354_BK,13076.0,236688.4993
217953_WT,4293.0,32289.0709
215967_GD,2813.0,13767.0248
216671_OR,579.0,14527.6185
211439_EC,4864.0,74386.8969
210884_KK,3717.0,58797.0079
198391_GD,5894.0,49628.2297
211156_BK,2428.0,31184.68
219463_PU,2877.0,44485.6105
224682_GD,4113.0,34147.2799
219545NC,7515.0,117524.1263
213742_PE,3433.0,30868.0451
224603_BK,150.0,1422.722
210419_WT,180.0,1273.3142
169622_LL,8329.0,55816.4554
207560_BK,205.0,3287.0986
213190_BK,6769.0,144866.7118
216969_BU,166.0,6404.1299
218944_PK,2829.0,31846.4015
212584_RD,5367.0,24220.4808
216019_BM,4097.0,85034.3261
212319_BM,1350.0,10474.2265
213970_BU,1854.0,49702.5318
215106_NV,4950.0,25785.6878
220139_WT,3769.0,48487.7795
212818_WT,1630.0,23288.1197
214298_BM,1338.0,27012.381
213555_BL,281.0,5629.7264
219278_BL,4086.0,25600.5863
216720_DM,2559.0,17581.9146
210439_LL,83.0,454.8085
222417_DG,569.0,14462.5348
220300_PK,6754.0,34185.2083
213113_BK,3981.0,23945.1156
224041_GY,294.0,5050.1288
211968_HM,4315.0,32471.8005
203831_GD,8862.0,45899.828
214159_BM,459.0,2817.7847
222368_BM,142.0,3540.2455
221631_HM,2402.0,16039.3306
218619_BM,6280.0,32153.5893
210232_GD,1814.0,11113.2786
214141_GN,194.0,1009.2602
217895_OR,3116.0,36504.9297
216443_EC,5896.0,146426.8632
218113_DN,3832.0,69762.8439
209851_LL,3492.0,130084.6049
218993_GN,4416.0,31320.8926
213083_BK,4846.0,51933.8697
221092_GD,2506.0,10913.3124
223244_HM,415.0,2479.5054
211427_BM,6707.0,126668.303
215479_LK,1965.0,28946.2809
226645_MI,64.0,450.0844
212688_HM,4614.0,69525.4254
220937_EC,2343.0,84711.6844
214941_BG,3039.0,161753.5322
220741_BM,2194.0,10709.0841
220601_BL,1.0,22.7561
219526_BM,593.0,5397.3191
215622_SV,4104.0,18830.7505
216979_GD,3258.0,17015.2715
219395_BM,2732.0,15760.7429
211544_LL,2315.0,34908.3097
216227_GD,1632.0,23998.4076
224089_BK,659.0,17759.0896
221229_BM,2769.0,34722.045
212853_SV,3446.0,17059.7313
223596_TU,3488.0,79709.1087
223254_GD,6420.0,91177.965
223427_EC,2594.0,66921.0718
223935_BK,3814.0,105421.4927
226521_BG,1.0,29.7246
224788_HM,1583.0,11491.1626
221634_HM,2336.0,17723.2517
224806_HM,300.0,5363.5013
221553_SV,1618.0,9182.3805
216049_BM,5808.0,54755.0591
218459_WT,4133.0,69453.2219
213553_YL,495.0,10274.202
211960_HM,2930.0,19295.1476
209680_PE,4160.0,22828.1614
223171_BU,2002.0,31543.516
221917_TG,3372.0,19043.8453
212590_HM,3033.0,15619.7519
223555_SV,1.0,21.1301
221231_OR,1472.0,17839.2163
213423_KK,228.0,3414.7118
223373_GD,2107.0,31296.5813
204708_SV,2186.0,11669.1009
210295_TL,8572.0,44628.0552
222895_EC,2251.0,56644.052
212657_LB,1624.0,63204.4743
215572_SV,2253.0,10948.1587
224598_BK,411.0,3200.7704
221033_WT,3359.0,41010.5814
217195_PK,34.0,655.8801
226225_LN,3768.0,21486.2283
216224_GD,7000.0,37585.9692
210346_LB,3629.0,22819.9348
216454_BK,10703.0,251767.9742
211094_SV,6288.0,34322.4663
216738_GD,36.0,476.8212
212241_KK,362.0,3023.7973
223573_WT,847.0,6213.5852
217683_GD,2392.0,14146.7797
214196_GN,395.0,9851.6405
224436_BU,2618.0,62890.3641
214322_BK,548.0,16227.544
213599_BK,5250.0,156158.5976
216553_FU,4542.0,55503.0215
191405_MI,3561.0,17279.6151
208611_EC,13163.0,252640.9377
209679_BM,3926.0,33661.8268
222418_DG,293.0,8034.5261
222949_RD,1370.0,26764.9332
226894_GD,1483.0,8131.6958
208142_BK,804.0,24741.5729
216349_YL,4656.0,27757.7032
214164_HM,6.0,26.3736
216582_LL,1234.0,8590.0559
211601_BK,6633.0,179045.326
208611_KK,8748.0,184869.8749
213917_HM,5463.0,25678.7053
220914_GD,4513.0,29589.2157
218133_BM,4290.0,40153.1632
210893_TU,5164.0,164440.5828
217011_NU,1256.0,33116.6994
211692_DM,7794.0,152994.8244
211880_WT,3409.0,24606.142
211303_KK,1721.0,59130.971
212107_BK,6486.0,162638.5175
195592_EC,7075.0,201013.7467
213125_BK,229.0,4765.2882
214452_GY,655.0,49487.0853
216010_BM,382.0,3306.9809
210964_BL,4342.0,49682.9384
216346_CA,5354.0,59543.652
215868_LM,4568.0,120451.4318
211197_HM,4471.0,31129.3345
202396_GD,2395.0,19627.7628
215953_GD,15845.0,120714.2443
223271_BM,1520.0,23032.625
221783_BG,4372.0,125253.7094
226297_EC,15.0,341.4052
222173_WT,1815.0,45894.4572
222939_BN,3150.0,102117.3807
211326_GD,852.0,5784.6596
218034_BM,4171.0,117419.1079
214067_BK,331.0,10825.9347
211914_DG,177.0,3805.9174
211381_EC,3026.0,103507.7923
204474_GD,3657.0,31159.1651
215157_BN,1498.0,36665.0508
226941_GD,1947.0,22061.3334
222897_TU,870.0,14342.7523
213426_BK,591.0,14519.4845
216666_BU,3420.0,17321.8933
213438_BM,6333.0,58230.1311
210635_GD,27.0,735.8037
219327_BN,1334.0,28344.07
222440_BM,2248.0,72500.5909
217203_BM,103.0,1095.11
215482_PK,5362.0,39860.8644
212362_KK,7475.0,138198.1166
1930091BM,2292.0,17459.4285
212434_GD,3325.0,22383.1082
216347_FU,4778.0,78505.3738
212598_YL,30.0,303.1013
224136_BK,5354.0,136801.1426
214831_WI,7285.0,185877.1341
214917_SV,93.0,867.179
222872_KK,3133.0,91103.229
223389_GY,251.0,6948.587
222630_BL,90.0,7820.9662
220446_PU,2019.0,27524.4567
181666_MI,25.0,217.8053
