PROD_CLR_EQUIV,SALES_QTY,SALES_AMT_FX_RATE
221307_YL,2614.0,60653.3853
217659_SV,2225.0,14196.0352
149404_DM,4121.0,17924.3874
226713_KN,1.0,16.6583
225258_PE,1543.0,8415.7956
223825_SV,724.0,5338.8642
222359_EC,1365.0,41976.7737
226295_PK,406.0,3548.5153
216546_BL,6981.0,172464.9198
211941_IV,6979.0,55191.0208
223428_BK,1787.0,29361.2263
225287_BN,1.0,27.99
210404_EC,379.0,6229.1912
210027_BK,8149.0,160457.8222
210055_TU,4198.0,53233.986
219183_BM,1876.0,11297.1591
215032_EC,6160.0,131043.8567
222425_EC,2805.0,26971.4993
211639_GD,9670.0,43341.397
211429_FU,3913.0,84282.9605
220724_BL,3236.0,77863.4107
224336_HM,1179.0,11266.5905
208716_GN,4004.0,21966.2004
212237_KK,667.0,15465.8407
224302_HM,3093.0,35884.0567
215475_BK,150.0,3343.2935
221180_IV,4330.0,23699.5325
216575_KK,1604.0,45028.1467
215997_GD,2683.0,18929.9483
211873_EC,7238.0,159511.8087
219603NC,7857.0,173541.0458
221091_GD,567.0,3193.8936
222184_EC,721.0,24150.491
222094_BM,186.0,4980.8667
216904NC,6997.0,163314.3074
210343_HM,6033.0,32734.5757
211831_SK,5402.0,60590.3904
216978_GD,3623.0,23881.157
223475_RD,38.0,388.2774
217168_OW,3632.0,71411.0966
220309_BM,6151.0,39841.0383
222237_BK,2693.0,47516.3972
223320_DN,1673.0,24615.9749
220697_EC,6434.0,156709.4242
216559_EC,7231.0,183774.9464
227182_FU,4.0,26.4132
1965821BM,5139.0,21595.852
209067_BL,941.0,14590.4603
215617_GD,4055.0,43756.1537
213443_BM,5137.0,35789.3654
217348_SV,5539.0,28044.0677
221027_IV,4122.0,23642.6387
221526_BM,1717.0,20068.067
211260_HM,437.0,1331.3989
224971_YL,219.0,2951.1846
216928_HM,5726.0,26293.527
218000_BM,1204.0,24533.4112
211979_PM,2132.0,17326.2231
224671_GD,831.0,9735.2195
225272_WT,1477.0,17260.3814
223278_LB,292.0,2230.025
221520_CA,2011.0,50089.4691
223008_PM,2786.0,23764.3466
216706_DM,5322.0,27907.5339
216067_GD,3860.0,23721.104
227999_SV,41.0,275.8455
220506_BL,5121.0,95545.9358
213104_BK,6148.0,18566.1853
214707_BK,411.0,9068.8389
220616_GD,2817.0,14562.5372
217431_GD,57298.0,314825.4429
211671_DM,1240.0,5514.6106
211904_GD,4000.0,35569.7336
217881_BK,5190.0,131017.4265
211981_HM,3593.0,16573.6208
1707321BM,8555.0,53305.8738
214445_BK,468.0,10885.5011
212199_BM,6446.0,108161.5016
217357_GN,1759.0,26938.2079
215583_GD,2564.0,15849.1125
225176_SV,403.0,2252.7659
214139_BK,5101.0,54760.9311
219239_GD,2282.0,12356.8367
220076_BK,5112.0,151983.6063
222661_BM,844.0,31290.4654
212322_TU,5623.0,135223.647
1663591BU,2962.0,31845.3333
208734_EC,5155.0,89458.0297
224288_EC,2158.0,56739.0489
209219_OR,1411.0,40278.5503
227131_BU,14.0,290.8285
216097_EC,6369.0,195261.7605
218919_EC,8017.0,172172.7669
213727_BK,934.0,8178.0936
223878_SV,1137.0,11766.4315
216868_CA,7654.0,210829.2498
217489_HM,4500.0,31576.6131
218898_GN,3100.0,40402.9872
216257_IV,4772.0,31688.3868
224459_PK,46.0,1038.9124
212575_HM,1898.0,6910.8278
211991_HM,2540.0,12747.6898
214112_GN,5060.0,20123.5635
217881_KK,5376.0,134518.1253
222080_AQ,3130.0,23895.4164
212128_BK,7782.0,191205.4628
225044_BL,315.0,1693.7752
223997_NM,0.0,0.0
219302_BM,3791.0,20621.9619
222480_SK,193.0,4851.6391
216872_BM,4553.0,30962.0381
217656_GD,3160.0,23308.2456
212611_BM,13.0,496.1161
213979_NV,5663.0,19503.9004
218310_RO,409.0,1664.1766
217184_PK,642.0,5816.9347
216248_GD,1656.0,15489.5599
221441_EC,5525.0,135451.4225
226968_FG,906.0,7586.1835
221575_BM,2063.0,30218.0686
201255_MN,6131.0,30381.5718
225679_HM,467.0,3607.0333
212832_SV,3183.0,23190.0321
223835_SV,1319.0,7345.6138
225074_BL,11.0,121.7893
220327_BL,1717.0,13087.1565
210799_KK,6397.0,110530.206
211765_BL,2323.0,15791.9065
226897_GD,1617.0,8665.0857
213203_PK,2459.0,29085.3267
212964_BK,4163.0,50284.5795
223242_DN,3252.0,38484.128
223167_BK,5954.0,209835.5027
219149_HM,2614.0,15265.7743
222055_WT,3184.0,80345.2373
215507_SV,4550.0,20306.2307
219763_SV,1579.0,13016.275
220849_WT,2210.0,12815.8628
214118_BM,4702.0,19947.2371
226211_PK,954.0,7521.5186
216216_GD,6352.0,33000.5147
223173_BU,1766.0,13689.4235
212209_DM,1146.0,31969.531
219170_BM,3827.0,18767.042
212809_LM,1060.0,11250.8393
207972_PK,2210.0,28896.4985
219213_BM,2677.0,22904.2277
204972_BU,2921.0,27665.0171
223276_FU,1677.0,9899.7156
210319_NV,6427.0,33326.4626
209976_EC,5143.0,55098.9315
217175_AU,3671.0,44773.2382
224734_TB,2126.0,13968.0852
222249_BL,433.0,7362.4752
222281_WT,4851.0,140332.8424
212846_BM,3902.0,84502.4726
210438_FU,139.0,838.632
218144_BM,6003.0,158373.9454
224898_KK,935.0,7171.408
216418_GY,244.0,4772.9646
224343_HM,2506.0,25151.9596
212480_BM,2198.0,9309.0581
217275_BK,3137.0,76091.9211
151833_LU,1896.0,21860.7263
221085_GD,2323.0,21037.6185
216546_YL,6382.0,156738.337
211901_TL,1752.0,11460.7549
212648_HM,5114.0,28055.7842
223698_HM,2023.0,29628.4751
210928_BK,12408.0,248107.7073
218114_DN,4571.0,84702.4967
212541_BM,2960.0,57335.9796
211914_FU,5117.0,108132.3939
212193_GN,272.0,5741.9637
213187_GY,7713.0,183923.1313
209173_GD,7166.0,37998.484
221726_BM,4586.0,118597.3105
217303_GN,4322.0,85406.5673
210033_EC,11714.0,179796.1096
213722_LM,5047.0,29664.7438
220167_BK,2623.0,71608.364
218007_BM,2920.0,26367.4419
222188_AQ,4026.0,49021.6247
225660_DM,83.0,2857.2931
222371_EC,74.0,2415.1455
218766_BG,669.0,20142.6249
225578_GY,153.0,13448.4534
225058_BL,58.0,1789.8088
214707_BL,457.0,10414.926
222815_BG,4924.0,131659.8067
217689_GD,3214.0,18156.2555
222614_BL,2165.0,77573.4526
213191_EC,5947.0,132444.5599
223380_WT,1862.0,66594.2988
212997_GN,136.0,1161.9348
218070_BM,7084.0,136923.4878
211781_GD,2212.0,25065.4773
219515_GY,274.0,7668.2854
209219_PU,1385.0,44246.0576
210844_BK,4175.0,98371.1715
217547_BG,11220.0,321074.5007
209330_SV,7424.0,32900.326
217425_HM,3826.0,15713.706
215116_BK,209.0,5677.2705
222234_EC,4971.0,120553.7826
222896_TU,3775.0,110743.9425
218754_BG,2979.0,105630.751
215041_PK,957.0,33449.1838
216607_EC,1227.0,16872.6439
216630_BK,48.0,4089.3785
226599_NV,45.0,1041.1115
2104561BK,748.0,21507.6825
222727_BG,2104.0,75777.9937
223955_GD,1401.0,11657.5146
218090_BM,3935.0,93444.9906
213086_BK,5061.0,56897.7855
225160_AN,87.0,2941.9799
215162_BK,1933.0,22476.9894
216388_BL,1691.0,50604.9155
221406_AN,7641.0,187403.3288
212362_TU,9716.0,186559.8236
208038_PU,5973.0,149257.4068
211542_BM,5251.0,68996.8006
208733_EC,4096.0,23076.4847
214681_BK,5551.0,74967.7061
187896_BM,6314.0,43464.3408
220000_LL,357.0,9719.4283
210306_LB,45.0,915.6386
210322_BM,6127.0,39792.1334
218338_HM,749.0,4254.0246
220396_BL,1905.0,16029.6633
211601_TU,5261.0,138714.3945
222235_BK,5433.0,137323.7018
209303_GD,4176.0,20477.0139
216971_GD,3323.0,16580.7504
211777_SV,7058.0,49811.3962
210862_BM,1908.0,11382.4322
215862_EC,2684.0,27603.0823
222816_EC,4283.0,119377.534
210403_EC,303.0,10187.2716
210891_EC,1546.0,44854.161
214508_PK,73.0,1729.6548
220827_WT,3508.0,21009.2026
212293_BM,1118.0,8070.5262
221433_CA,3044.0,75464.7625
215925_IV,8958.0,50565.3347
210118_EC,5357.0,116146.6544
224833_EC,303.0,9159.07
220166_JN,7489.0,138427.8007
221746_CA,359.0,7097.9064
212298_BM,2361.0,7508.6333
215913_IV,6690.0,61496.3807
223930_BK,2793.0,62759.9578
221286_GD,3360.0,19127.1196
215176_BU,4175.0,45346.5311
213001_HM,7547.0,30337.3373
217478_BL,1912.0,48235.0174
208619_BK,6386.0,110885.2245
216475_BM,9525.0,222675.6251
206936_BK,136.0,3193.0638
216974_GD,2905.0,24406.1955
217554_EC,5351.0,172994.3889
221765NC,5776.0,147455.1038
223464_BM,2088.0,67986.2879
219544NC,7654.0,138565.3605
207859_LB,2390.0,6651.9698
211620_GD,640.0,4338.1243
210243_GN,4364.0,45205.7555
219251_SV,3367.0,19820.6827
223925_BL,818.0,24076.5702
225052_BU,273.0,7731.5233
213101_BK,4149.0,31454.7193
223541_BN,415.0,11406.3282
209010_PU,5619.0,19479.864
226285_BM,2369.0,119614.3308
223067_GD,2575.0,22048.8371
213756_GD,3010.0,24498.2636
211331_BM,52.0,1034.8285
170729_DN,3649.0,13919.1067
213430_LL,258.0,2368.8873
215231_PK,781.0,23294.7608
221098_SV,3146.0,17261.8885
223356_GD,2786.0,41407.5918
223642_BK,2020.0,67622.7671
211270_HM,5716.0,26843.9301
217926_BU,2712.0,63607.2337
215178_EC,6267.0,47903.979
210435_FU,37.0,263.5928
213937_JN,950.0,5167.5727
216961_CA,7371.0,176487.8988
224628_BK,1123.0,9320.7052
212532_GD,2433.0,11099.3839
224892_BK,2031.0,74957.908
213050_BK,3561.0,13164.0594
219463_BL,3028.0,47905.345
216269_BM,2833.0,23387.5093
224748_MM,1771.0,8549.1124
212651_DM,4307.0,62312.568
210597_GN,346.0,12048.532
213614_LM,3715.0,175820.7123
223269_GD,2299.0,27192.5553
208434_HM,4199.0,25102.7432
216289_BK,89.0,1344.0213
226701_MD,1.0,33.0496
212238_GY,591.0,9786.048
211835_BL,4835.0,64765.862
217552_CL,6252.0,155724.8855
211975_HM,1531.0,15703.7442
227173_DM,7.0,36.1178
210833_YL,7076.0,123600.9244
221012_SV,1039.0,42004.0126
218540_GD,1022.0,7525.4577
217690_IV,4123.0,23517.5265
1999351HM,11551.0,52329.8395
1521700HM,4675.0,26848.4478
223690_BR,2861.0,21201.4159
213669_KK,5101.0,112522.5807
227030_DB,1477.0,8507.8319
222235_BG,4089.0,100685.109
211356_DM,3930.0,64915.3134
219369_GD,807.0,4143.4987
215965_SV,79.0,395.118
217037_BG,4668.0,78541.1614
214832_BM,6996.0,66849.6111
216253_IV,7124.0,39912.7199
224386_HM,3692.0,20144.8424
211758_GN,2350.0,9005.0337
210175_NV,1277.0,18644.6104
225250_WT,1707.0,9269.7528
213656_NV,1813.0,54718.7059
219466_EC,3389.0,59015.5462
216969_BM,157.0,6632.6995
212676_GD,1.0,6.6033
211683_DM,656.0,4544.5122
213318_GD,3.0,15.6778
226749_BK,2.0,66.0992
216634_BK,41.0,1000.4793
219004_HM,5952.0,31470.8709
218040_OR,4269.0,91487.3624
213983_DN,4832.0,67038.8033
215912_IV,3896.0,32902.602
151833_LM,1869.0,21318.4095
217306_VT,1705.0,17981.7824
221713_BK,1721.0,25651.7877
210922_BM,1561.0,28573.0451
214213_HM,521.0,2423.1667
221051_WT,3254.0,39444.475
1765494HM,5749.0,24926.8608
217942_KK,3341.0,25404.1432
217677_GD,6755.0,31200.5902
210889_BM,4772.0,72845.8625
219343_YL,4127.0,25071.0906
216060_BK,7787.0,194751.185
223061_PM,2625.0,16561.0556
226519_SV,274.0,3028.871
212355_KK,3498.0,75610.9251
217191_HM,4094.0,22757.1949
2166681HM,4937.0,27259.4128
226345_BU,416.0,3070.3641
209483_EC,6070.0,114952.4855
214125_GN,2806.0,17494.4246
212647_DM,1094.0,5826.2311
224002_NM,4.0,261.2049
226487_SV,85.0,577.3747
210945_BM,7275.0,159715.1739
220442_PK,2038.0,32520.4018
218171_BK,5470.0,152518.3053
224733_BL,42.0,460.1726
221906_RD,244.0,4083.14
216620_EC,7792.0,204660.3275
210033_RD,7225.0,120345.6423
224586_BK,330.0,2398.3486
204306_BG,7960.0,197019.0134
212156_BK,193.0,4868.3094
209690_BM,1704.0,12539.6626
222687_BG,2469.0,80842.7904
209514_GD,1215.0,28162.5626
219945_BK,4462.0,114626.9416
204678_BK,968.0,22504.3696
218261_GY,2114.0,60021.259
212700_FU,204.0,4241.3718
219961_BK,6088.0,176336.1337
225198_BL,1229.0,30796.2009
216201_GY,473.0,10671.2768
218473_BK,956.0,24107.9485
213705_AN,8762.0,224242.3144
225592_BL,554.0,4360.8502
212961_BK,5369.0,52862.2029
185129_HM,5933.0,27614.0471
210652_BK,6899.0,218414.1665
222794_BL,3163.0,80708.0408
224807_HM,3407.0,40401.4108
218291_EC,4546.0,103926.0287
220776_BL,2076.0,14430.3739
207820_DM,1248.0,2897.7174
218276_YL,4313.0,46623.8286
210510_BL,5666.0,141849.487
217119_KK,1686.0,35632.0794
222830_SV,357.0,7367.3547
220932_BL,691.0,13623.8633
222524_BG,647.0,14141.5131
220902NC,1081.0,21658.9294
226896_GD,1163.0,7465.0587
208692_BL,2391.0,43345.398
222472_WT,4327.0,107774.2875
214093_BK,5399.0,111527.1752
218121_WT,3786.0,99847.0
223207_LM,1445.0,8564.3568
211239_EC,371.0,8490.0098
211766_BL,1162.0,5240.6057
225059_BN,274.0,7427.2905
213940_OW,2925.0,53020.3293
220602_GY,1591.0,35669.1846
220418DNC,5942.0,136804.9862
210992_BL,5308.0,177181.4271
140486_HM,5707.0,50852.0322
215602_BL,6090.0,141155.0558
215544_GD,3563.0,19205.5445
219286_OR,4234.0,21711.1671
215944_GD,5046.0,28931.6377
218161_PM,1372.0,11994.7553
221843_OL,630.0,3595.631
216233_GD,22796.0,271215.6355
223424_BG,1121.0,26583.041
212050_BK,2594.0,40460.5541
213998_BG,6107.0,107240.2038
223637_BU,3168.0,105435.2814
226223_HM,369.0,5193.617
216741_GD,1069.0,25029.49
219138_EC,620.0,22668.7837
221761NC,5034.0,127094.713
211306_GN,53.0,1130.5992
210334_OR,1858.0,14772.0816
222335_CA,3396.0,57019.8262
212113_BK,8891.0,234859.3465
224919_BL,1006.0,25702.2706
220742_HM,60.0,456.1611
222309_PK,582.0,8623.1143
211104_GN,1155.0,9795.4621
223895_EC,1216.0,37513.2391
222249_BK,6562.0,122226.2003
211064_HM,455.0,1836.2527
217012_EC,1334.0,32917.8356
226824_GY,255.0,8683.9107
208061_EC,1766.0,20433.9531
219437_SV,283.0,8656.221
219401_SV,3620.0,12696.8209
207560_EC,6255.0,110580.4607
224625_BK,31.0,156.901
223624_BL,1135.0,13072.2575
212225_KK,118.0,3269.4644
212542_GN,4476.0,19952.4459
220945_LL,2636.0,31907.104
222337_CA,3918.0,112625.168
223887_SV,2730.0,18955.8609
215272_FU,284.0,1844.7168
223364_BM,5569.0,178120.0421
209439_SW,7347.0,158800.5654
217006_EC,1360.0,38641.2028
211178_HM,4486.0,20620.6721
219967_KK,6097.0,168286.6148
207269_EC,3916.0,108540.7181
214607_KK,7587.0,139188.1448
214225_BK,10871.0,209395.6874
221776NC,8547.0,201839.3142
223020_PM,4099.0,30457.8364
221653_GN,2898.0,45543.3618
223832_SV,3261.0,21675.1447
222054_BM,929.0,6805.0585
213889_NV,3344.0,25068.8111
220925_SV,1304.0,6814.2489
206375_CA,14543.0,210599.2835
221837_BM,340.0,3196.9012
213858_BK,766.0,22596.9461
222662_LN,2630.0,61626.4008
212375_GY,6640.0,156399.1809
224964_BG,601.0,9487.6366
224708_BU,70.0,823.6597
218626_CA,6081.0,115312.7377
208734_NV,4658.0,77885.5586
195380_PK,2665.0,21670.0975
220583_BG,3216.0,74039.4029
215562_HM,2980.0,18966.245
219465_WT,4413.0,54946.54
210924_EC,9593.0,202864.3682
220164_CL,1635.0,24815.3328
224789_TB,3210.0,18154.2403
220304_BL,3571.0,40536.6354
220778_HM,992.0,7337.6242
217160_HM,4975.0,18609.4445
212029_LM,2942.0,59863.5174
222231_BL,6987.0,84387.8497
227247_GD,3159.0,35558.3819
225235_WT,66.0,935.7412
222242_KK,3763.0,130400.4061
209625_EC,6864.0,189366.1677
225063_BL,26.0,355.3562
223450_BM,268.0,9030.8327
213997_PK,185.0,4082.4582
219333_BM,1772.0,6624.1861
219824_GN,4305.0,78254.9382
211912_BM,5900.0,144746.5231
221097_SV,2274.0,22534.9975
221510_HM,1116.0,7298.2322
222294_BM,2986.0,51495.7975
210049_EC,7579.0,174806.9511
224310_HM,965.0,6900.9978
225619_BL,355.0,9872.231
224722_PK,1783.0,43577.775
207193_GD,3991.0,14048.6467
223447_BM,219.0,9871.7659
224963_CA,949.0,19796.8915
222934_BN,4575.0,125970.8775
220008_AN,3392.0,84680.6707
217230_BG,271.0,4458.0064
216593_CA,8491.0,197078.0522
214531_MI,3991.0,25835.1672
226675_BM,363.0,2771.4829
218165_PK,1025.0,11307.8694
221734DNC,4552.0,83107.174
221828_BM,4604.0,32981.3259
216700_BU,2618.0,9260.0421
220511_WT,714.0,20392.0953
223703_LB,1301.0,7531.5944
210641_GD,33.0,384.3731
196653_MA,1.0,8.325
220274_KK,3688.0,100423.447
210433_TB,48.0,339.1411
225234_TU,40.0,798.8604
218870_CA,6527.0,140985.4954
218591_GD,1651.0,13376.7981
198265_SV,6508.0,29484.1234
211614_GD,3378.0,20263.4343
212239_KK,634.0,5244.0675
217346_BR,1935.0,47151.7533
210841_TU,7526.0,135535.77
212569_DN,3194.0,14529.5599
214606_BM,483.0,23829.1995
211957_BM,1331.0,9615.9216
209262_GD,5842.0,36452.3636
221007_BK,163.0,4437.865
223870_BM,2491.0,70239.0328
221089_GD,1334.0,10911.3861
212823_GN,6943.0,134429.8893
217963_WT,3502.0,42498.0345
220895_PU,1566.0,35190.2494
222035_GN,3390.0,95339.3509
215359_BM,291.0,4769.145
215550_GD,3791.0,18293.7623
206005_GD,3773.0,16542.8298
221878_BK,3654.0,102421.2808
211037_HM,2430.0,12887.0627
223672_BK,5166.0,133269.4001
217057_SV,1828.0,9672.9718
223664_BU,546.0,27105.5956
212823_BK,10975.0,218627.8264
211550_LL,5812.0,76172.37
222714_EC,720.0,7684.1649
218511_KK,675.0,22921.094
213765_DM,7091.0,154270.218
220476_BL,4468.0,69733.2666
217336_GD,318.0,2281.1634
215946_GD,5061.0,28365.3796
216661_TU,7128.0,173577.6235
2154401BL,4239.0,90405.6717
209977_EC,4913.0,46668.1337
227118_GD,1.0,6.6033
221326NC,3970.0,94301.72
223774_HM,384.0,3375.871
214891_BL,704.0,21150.6157
223646_BM,3087.0,83828.4205
215532_KK,8796.0,207702.5379
221106_GD,2596.0,16573.7642
218553_GD,2166.0,12375.8788
223359_GD,3806.0,45297.0221
217215_GN,2039.0,58508.1533
222988_IV,27.0,234.2808
216919_HM,4032.0,20066.9298
219779_GD,3331.0,33474.6684
215899_IV,9366.0,112755.0436
217956_FU,1.0,16.5207
222563_GY,1717.0,20347.588
216020_BM,3350.0,66752.5287
210434_TB,54.0,361.061
205181_LM,3544.0,22162.1363
199163_BK,3586.0,142897.3602
212509_HM,3614.0,22241.6181
212830_GD,3488.0,13927.7587
219712_WT,189.0,2418.9635
217678_GD,1671.0,8971.1168
223011_PM,1443.0,10433.0731
219338_RD,70.0,1450.2087
209348_PE,718.0,5461.3968
214716_HM,3136.0,43944.7161
223433_BM,774.0,19672.8788
218036_SV,964.0,14653.666
220858_WT,4746.0,58028.9852
208062_EC,2621.0,41804.1822
221854_BM,2180.0,47597.5997
213249_TU,5609.0,134212.7319
217018_KK,7694.0,159356.63
218376_RO,827.0,7876.8196
216580_BM,1278.0,9208.6101
215158_EC,6546.0,138992.1437
213436_BG,5871.0,71935.7805
210834_EC,377.0,7385.4254
214474_BK,356.0,4597.942
214926_BK,2387.0,66798.5066
223451_BM,703.0,25433.328
213665_CA,4786.0,172772.7589
214153_BG,477.0,10661.6478
211694_KK,1906.0,42646.8126
216451_BM,3350.0,86005.4453
214811_BL,7550.0,141326.8809
222244_KK,5336.0,169710.2697
217178_BK,434.0,8859.7199
218890_BL,2542.0,71977.2745
218053_EC,4568.0,118636.3967
214250_EC,5384.0,78933.2839
216237_GD,2854.0,14725.5441
218960_BG,6534.0,123692.8526
224585_BK,381.0,2388.1395
212445_HM,5673.0,27629.0075
224315_GN,38.0,291.6059
212146_BK,4821.0,52659.2431
210725_BK,2912.0,93321.2859
216604_CA,1342.0,21101.5047
211452_BK,3463.0,99768.399
1936910HM,3850.0,29764.3617
216946_BM,1826.0,84488.472
210884_PU,2963.0,45850.9508
216356_FU,4624.0,91192.5685
216605_CA,1387.0,17924.3751
221476_BL,772.0,5942.7025
214453_BK,90.0,6423.3038
209742_PK,8319.0,238330.5695
216351_BM,3941.0,64257.6678
211309_DM,297.0,7752.9574
220853_WT,6607.0,37618.7863
212853_GD,3637.0,18573.5546
213957_BM,1725.0,3708.799
220324_BM,3157.0,12846.9018
217573_EC,1450.0,65310.444
221060_EC,138.0,3795.8785
219314_EC,5879.0,139594.0798
210642_GD,24.0,1604.7864
224538_BU,476.0,9245.3748
227234_DN,2.0,109.9009
217956_BK,15572.0,218921.7561
218009_OR,1329.0,9040.8967
215030_GY,6925.0,165048.8244
212347_GY,6302.0,108732.5726
218286_BM,1210.0,36423.5464
223874_BU,61.0,5145.7978
211467_GD,2867.0,12763.6041
223425_EC,2129.0,47018.9514
207791_LB,5969.0,27154.1689
217314_SV,2733.0,38930.4853
225076_RD,171.0,2382.5321
214447_BM,383.0,7360.8056
225653_RD,80.0,2710.9059
212507_BM,6216.0,169207.4026
211869_GD,3796.0,16495.0685
206916_SV,3097.0,18439.4872
221287_BM,3119.0,19679.0065
210443_EC,324.0,19742.1751
217616_BM,3146.0,90175.4841
212089_BK,5984.0,100528.2069
213073_BK,2562.0,15645.2704
214225_EC,9856.0,187861.6955
200284_GD,13836.0,127314.8373
212551_DN,5202.0,23418.8203
211977_TL,2479.0,16278.2092
221022_WT,5626.0,26089.1041
216307_BK,7454.0,235009.3929
211295_BK,6723.0,160409.8221
221888_CL,3578.0,26612.1586
210924_BK,12706.0,222649.6463
211308_SV,376.0,7773.3509
216845_HM,3689.0,25532.3745
214811_LL,1933.0,42052.668
222887_BK,2855.0,73216.0708
222483_BG,417.0,12863.5652
221902_EC,2793.0,74576.0318
224849_BK,516.0,10398.82
213910_GD,2387.0,10112.3051
226416_BL,270.0,6828.0908
223556_BM,5062.0,123521.6085
213254_DN,4052.0,99900.8302
212430_BM,2914.0,73695.9386
223012_PM,5142.0,38280.8182
217480_DN,519.0,4113.2878
216760_BK,581.0,24612.3186
210793_NV,1494.0,20938.6882
224339_TG,803.0,6969.1601
214675_BL,6055.0,71613.4564
220393_OR,4372.0,41180.433
223418_WT,4046.0,36937.4249
218937_CL,2626.0,28466.0894
222783_GN,54.0,1606.4397
213825_HM,1412.0,5996.2331
225278_WT,1871.0,8492.2021
216578_GN,1195.0,22932.2751
213433_BL,6320.0,56580.348
227695_BU,669.0,19880.235
207646_LL,5842.0,129814.9513
216552_FU,4524.0,58739.4606
212084_FU,1554.0,12440.5939
226212_LN,1622.0,9150.3697
212194_BK,110.0,4696.9478
222687_PK,830.0,27161.4496
216040_BK,1798.0,34853.0582
219488_BK,369.0,9603.2354
211272_HM,4875.0,29885.6886
224286_BK,1677.0,43248.7765
221647_GN,3268.0,77394.7386
222004_PK,727.0,9449.0013
213188_BG,8236.0,186318.3135
222304_GN,3099.0,103214.7114
218130_GN,1330.0,10389.9376
212021_SV,1704.0,15442.5154
221069_BK,221.0,2559.5951
210841_EC,5638.0,104008.1669
210597_PU,303.0,10608.3832
213555_RD,3373.0,50628.663
212943_HM,4993.0,18543.8766
214640_HM,1687.0,15798.2356
210441_OR,12.0,74.8728
222954_EC,6183.0,149961.2876
221778_BL,1509.0,34218.2396
222530_DM,227.0,4654.1867
216112_GD,4889.0,29796.4903
224265_DM,4208.0,30613.5561
211448_DM,3469.0,88980.1154
220486_BM,2878.0,23094.3111
219301_DM,2184.0,13728.3379
207831_CL,2360.0,27178.0768
212120_CA,4928.0,140741.2798
215598_GD,4312.0,19370.7269
212544_HM,2778.0,24127.7523
214165_HM,253.0,1704.0731
209182_GD,9305.0,107354.0431
216914_RO,57.0,459.9052
213595_BK,3584.0,98271.8908
227196_DM,17.0,84.7943
194057_DM,4173.0,18476.8457
211854_EC,5820.0,149812.204
215175_PK,6256.0,59864.0942
219577_BL,6475.0,140023.6692
213651_BU,4881.0,72564.8196
211117_HM,2108.0,16962.5271
219758_LM,1450.0,13274.4542
222442_BM,1770.0,29795.911
223999_BK,669.0,15798.6879
221982_EC,2.0,92.5688
214516_BU,4.0,85.4693
215921_IV,4195.0,22670.1564
226498_GD,138.0,1085.84
217336_SV,7755.0,43349.9298
214200_HM,349.0,1995.4176
221921_CL,2145.0,16413.2796
217312_SV,5325.0,28026.288
215101_YL,417.0,13462.8085
206548_BN,391.0,4400.7332
214403_DM,3903.0,16009.1437
211819_SK,6617.0,113480.5854
224403_OR,590.0,4386.9334
224460_CA,406.0,9250.4901
223912_RD,3233.0,37046.4355
223704_LB,355.0,2611.3891
222000_OR,1407.0,25807.8
211776_GD,3863.0,19555.5612
222235_MD,2547.0,62946.7044
216017_BG,148.0,3662.9927
176036_DN,3749.0,16366.9308
218956_BL,5271.0,77097.7107
2084190BM,5341.0,36226.7823
225229_BK,98.0,2577.7031
212362_BK,13499.0,242577.127
213739_PU,966.0,10659.8801
220779_BL,2159.0,10872.9544
208145_JN,9614.0,182121.1556
209458_SV,48.0,1401.7675
214370_KK,163.0,2726.1681
218901_BL,6515.0,33200.386
213901_HM,3555.0,15378.4716
215856_AN,9065.0,204499.097
224541_GY,405.0,4522.3267
216935_BG,140.0,4778.4112
212409_HM,735.0,15591.1112
221643_TU,3464.0,96321.7677
219206_GD,1926.0,9434.8058
213757_GD,3794.0,37838.0028
220327_BM,2868.0,31087.1182
2228591EC,1934.0,47787.1644
223293_BM,799.0,6418.0632
219979_BM,5851.0,51825.2604
217037_KK,3691.0,60225.2887
217387_SV,5527.0,28592.9336
214482_BZ,37.0,1102.9093
215559_GD,2315.0,11124.4301
221090_SV,3027.0,21793.5202
215112_TL,3373.0,15372.8188
215906_IV,6866.0,37051.4705
205169_HM,3944.0,31166.249
223687_BN,2122.0,12496.1921
220372_GN,2141.0,101417.6963
213985_DN,4067.0,36030.1915
224708_DM,41.0,456.6915
212980_HM,6509.0,29395.4929
224547_KK,571.0,7704.6995
218908_PM,3441.0,25201.6491
211107_BL,1831.0,10494.2292
169628_PH,6495.0,39571.4475
212963_BK,4204.0,45215.1292
221650_OR,1594.0,40451.662
220168_MD,5416.0,98143.1135
222946_BK,5162.0,129791.8804
224478_YL,147.0,1279.8125
224821_HM,1225.0,14795.9085
219610_CL,3617.0,59640.7971
2167601EC,73.0,3183.5668
221735_BK,1998.0,18923.2081
223318_FG,1923.0,17352.0239
211875_BK,4099.0,57954.6317
222476_BU,3420.0,77355.3259
212600_BM,374.0,20452.6834
225071_EC,314.0,10999.7601
224007_BK,219.0,4280.1218
215341_BK,3034.0,94532.5745
211459_PK,1010.0,7982.732
227002_BL,14.0,368.8744
209846_BM,4148.0,93899.3852
213704_WT,32.0,799.2422
226585_BL,70.0,806.9486
211172_HM,3567.0,41102.799
214926_OW,1086.0,27861.9327
211914_EC,188.0,3746.0391
212406_BK,4356.0,108477.3689
220168_KK,7532.0,136065.115
220412_GN,131.0,3355.5022
219450_LM,2572.0,60180.6154
220414_BM,5247.0,113497.5463
