product_id,sim_1_id,sim_1_score,sim_2_id,sim_2_score,sim_3_id,sim_3_score,sim_4_id,sim_4_score
140486_BM,216278_BM,0.983777642250061,217548_BM,0.9809107780456543,211437_BM,0.9776146411895752,216279_BM,0.9758122563362122
140486_HM,217128_HM,0.9850462675094604,217127_HM,0.9737743139266968,209705_HM,0.9678046107292175,217129_HM,0.9480791687965393
140486_NV,219051_GD,0.8886269927024841,221555_WT,0.8843334913253784,209706_GD,0.8717550039291382,140486_BM,0.8697832226753235
145869_BL,214246_BL,0.9765841960906982,214137_BL,0.9616031646728516,201867_BL,0.9421713948249817,214133_BL,0.9328242540359497
149404_DM,219267_DM,0.9999999403953552,219262_DM,0.9890608787536621,219281_DM,0.9408615827560425,166660_DM,0.9364485144615173
150771_ID,211990_ID,0.9786864519119263,211958_ID,0.969641387462616,201884_ID,0.9167126417160034,211977_TL,0.8987725973129272
151833_BL,209725_BB,0.9616531133651733,166363_PU,0.935292661190033,157372_VT,0.9258858561515808,151833_LM,0.9129890203475952
151833_LM,166363_CE,0.9653143882751465,209725_BK,0.9332481622695923,166354_ID,0.9322943687438965,157372_VT,0.9258939027786255
151833_LU,166363_CE,0.9198964834213257,151833_LM,0.9143157005310059,209725_BK,0.9140307903289795,209726_LL,0.8861358165740967
151833_PP,166363_CE,0.8735835552215576,151833_LM,0.8692348003387451,166363_KK,0.8671441674232483,157372_MA,0.8657335042953491
151833_RO,166363_CE,0.9055323600769043,151833_LM,0.9039608240127563,166354_ID,0.881241500377655,157372_VT,0.878835916519165
151833_TQ,157372_VT,0.916090726852417,166363_PU,0.9006631374359131,151833_BL,0.8932079076766968,209725_BB,0.8931788206100464
153795_NM,209664_HM,0.9269885420799255,216298_GD,0.9084790945053101,216295_GD,0.9084790945053101,209668_GD,0.9069637060165405
156605_DM,218869_DM,0.9938778281211853,216845_HM,0.9050097465515137,218926_GN,0.8804577589035034,219023_BL,0.867192268371582
157372_MA,157372_VT,0.8968580961227417,166354_ID,0.8934128284454346,151833_LM,0.8926961421966553,166363_PU,0.8921838998794556
157372_VT,166363_PU,0.9581702351570129,209726_LL,0.9389597177505493,151833_LM,0.9258939027786255,151833_BL,0.9258858561515808
158685_MT,218523_OR,0.9368994235992432,210295_OR,0.9338536262512207,218474_DG,0.9280864596366882,220489_OR,0.927783191204071
158685_OX,215917_MI,0.9139540791511536,214141_MI,0.9088298082351685,214115_MI,0.8697737455368042,214145_MI,0.8669533729553223
158816_LN,210295_TL,0.8921113014221191,216911_TG,0.8831220865249634,216832_HM,0.8553044199943542,169622_AU,0.8529679179191589
160035_FU,204972_LK,0.8823906183242798,207014_FU,0.8817904591560364,204971_OR,0.8811036348342896,209706_GD,0.880860447883606
162651_MI,166730_MI,1.0000001192092896,210412_MI,0.9923365116119385,202347_MI,0.988386869430542,214405_MI,0.9872783422470093
