,count,mean,std,min,1%,25%,50%,75%,99%,max
SALES_QTY,10185.0,3198.232498772705,3637.086289474858,0.0,2.0,807.0,2624.0,4613.0,13197.439999999991,112982.0
SALES_AMT_FX_RATE,10185.0,47518.8249979185,60587.75618466876,0.0,37.562364,9524.6176,24889.0953,60959.606,252462.87836399997,1028793.7561
